Date,w_eq,w_bd,w_gold,w_copper,ret_strategy,ret_eq,ret_bd,ret_6040,cum_strategy,cum_eq,cum_bd,cum_6040,ERP
2024-08-31,0.2,0.8,0.0,0.0,0.0037558790136202006,-0.035051522261532186,0.013457729332408297,0.008195239447234305,0.8720605256697631,0.7865840607269873,0.9649897758654483,0.8749434477948318,-0.1229721529219738
2024-09-30,0.8,0.2,0.0,0.0,0.05299493510681086,0.20967480282554907,0.013824968177126307,-0.015647821623955994,0.9182753166368436,0.9515109185656381,0.9783307288080404,0.8612524887926892,0.08012737364068988
2024-10-31,0.8,0.2,0.0,0.0,-0.03202412624442019,-0.03156166992584486,-0.03387395151872152,0.13133486896617996,0.8888683519697304,0.9214796450230319,0.9451908011311213,0.9743649715550734,0.08151524392604123
2024-11-30,0.8,0.2,0.0,0.0,0.007292940561916117,0.006563807826725387,0.010209471502679035,-0.032486582562995525,0.895350816028014,0.9275280603292022,0.9548406996798638,0.9427111834601587,0.11553758209141926
2024-12-31,0.8,0.2,0.0,0.0,-0.000772748646643096,0.0046800610784780705,-0.02258398754712776,0.008022073297106847,0.8946589348966576,0.9318689483035452,0.9332765892088031,0.9502736816718784,0.14715687172768802
2025-01-31,0.8,0.2,0.0,0.0,-0.02272266762252513,-0.02994473485193727,0.006165601295123446,-0.0062255583717642626,0.8743298972834784,0.9039643797298419,0.9390308005559372,0.9443576973974788,0.18701362778965253
2025-02-28,0.8,0.2,0.0,0.0,0.02089277106046339,0.019116698945170985,0.027997059521633005,-0.015500600393112983,0.8925970716587406,0.9212451946342955,0.9653209017717485,0.9297195861019601,0.10216199967762359
2025-03-31,0.8,0.2,0.0,0.0,0.0001203955194580608,-0.0007043586072112973,0.0034194120261354932,0.022668843175755793,0.8927045363468497,0.9205963076521029,0.9686217316723468,0.9507952535967341,0.09502058746669166
2025-04-30,0.8,0.2,0.0,0.0,-0.021912626884638797,-0.030031046784214088,0.010561052713662367,0.0009451496461274189,0.8731430349236566,0.8929498368676279,0.9788513968401373,0.9516938973942107,0.03874485570857864
2025-05-31,0.8,0.2,0.0,0.0,0.012300522531195245,0.0184746366852917,-0.012395934085190574,-0.013794206985063506,0.8838831504976912,0.9094467606819477,0.9667176194457102,0.9385660347871332,0.06788696641994389
2025-06-30,0.8,0.2,0.0,0.0,0.023171479676990896,0.024959468090124615,0.016019526024456,0.00612640837709879,0.904364030956283,0.932146068084856,0.9822039775087209,0.9443160736051136,0.13190212753960714
2025-07-31,0.8,0.2,0.0,0.0,0.027167269980544754,0.03544389519434832,-0.005939230874669521,0.021383491263857166,0.9289331327459661,0.9651849556278795,0.976370441320278,0.9645088481153684,0.18181012080096995
2025-08-31,0.8,0.2,0.0,0.0,0.08596794427515932,0.10333955786813598,0.0164814899032526,0.018890644766741183,1.0087916045372205,1.064926742203441,0.9924624808907324,0.9827290421394945,0.35137214437151953
2025-09-30,0.8,0.2,0.0,0.0,0.007461789572681621,0.005612548271520135,0.014858754777327565,0.06859633068218263,1.016318995212965,1.0709036949496904,1.007209237519986,1.05014064848508,0.1229004376256292
